Unnamed: 0	clicked_news	category	subcategory	title
309858	N2503	100sport	vintersport	Ett skritt nærmere ny skifest i Granåsen
310473	N2504	No category	No subcategory	E6 Korporal Bru, Sokndal
310600	N2505	sortrondelag_nyheter	No subcategory	Jordras over vei i Melhus
310604	N2506	innenriks_nyheter	No subcategory	NHO vil fjerne mastergrader
310923	N2507	pluss	nyheter	Trondheim Stasjonssenter vil samle alt i ett
311414	N2509	pluss	kultur	Dette er årets beste bøker
311836	N2510	No category	No subcategory	Millionene fosset inn for Bjørn (42)
312594	N2512	pluss	kultur	Årets morsomste film er tysk
312783	N2514	No category	No subcategory	- Jeg skal ikke lage mat i mitt eget bryllup
316001	N2525	pluss	magasin	Munkegata 1960 og 2016
316072	N2526	sortrondelag_nyheter	No subcategory	Her går det fra natt til dag på ett sekund
316381	N2528	No category	No subcategory	Nå kan Telenor-kunder med Iphone ringe uten mobildekning
316888	N2530	No category	No subcategory	Brimi og Hjeltnes lanserer trønderske matkasser
317748	N2537	No category	No subcategory	Minneord: Terje Bostad
318630	N2540	No category	No subcategory	Leiligheten deres er ubeboelig - siden mars har familien på tre bodd 14 forskjellige steder
318888	N2542	sortrondelag_nyheter	No subcategory	Nå kommer de nye fotoboksene
318930	N2543	No category	No subcategory	Gjør et midtvinterskupp til varmere strøk
319174	N2549	nordtrondelag_nyheter	No subcategory	Flere lurer seg unna gjennomsnittsmålingen
319264	N2550	No category	No subcategory	Dette blir de to neste interkontinentale rutene fra Norge
319302	N2552	trondheim_nyheter	No subcategory	Tryggere å kjøre mellom Trondheim og Stjørdal
319500	N2554	No category	No subcategory	Fire fylker i Sør-Norge satte varmerekord for desember
319701	N2555	pluss	magasin	Øya med sykehuset 1925 og 2016
319902	N2556	pluss	magasin	Før og nå: Da Hornemannsgården var politistasjon
320065	N2560	pluss	magasin	Før og nå: Se Vår Frue kirke i vinterdrakt for 50 år siden
320110	N2561	pluss	magasin	Da Brattørgata snødde ned
320216	N2563	pluss	magasin	Tavern før og nå
321452	N2571	pluss	meninger	Fugleøy ved Munkholmen er et spennende prosjekt
321662	N2572	No category	No subcategory	Reiseekspertenes tips til hvor du bør reise i 2017
322285	N2576	tema	arets tronder	De fikk Bruce til byen
322638	N2578	No category	No subcategory	Minneord: Jim Aage Nøttestad
322672	N2579	No category	No subcategory	Stor test av julebrus 2016
323046	N2582	trondheim_nyheter	No subcategory	Store trafikale problemer etter to ulykker i Trondheim
323200	N2585	okonomi_nyheter	No subcategory	Tjente seg søkkrik på tomtesalg i Levanger
323429	N2588	No category	No subcategory	Else bor på 12 m2 i Estenstadmarka
324153	N2593	trondheim_nyheter	No subcategory	Trondheimskokken Renee Fagerhøi gikk helt til topps
324700	N2597	No category	No subcategory	Apollo kutter ut charterturer til Tyrkia
324704	N2598	No category	No subcategory	Gjenskaper «Skam» med Barbie-dukker på Instagram
325354	N2602	nordtrondelag_nyheter	No subcategory	- Jeg fikk svingt unna i siste liten
325572	N2603	nordtrondelag_nyheter	No subcategory	Trafikkulykke på E14
326241	N2604	nordtrondelag_nyheter	No subcategory	Har måttet stenge Værnes sju-åtte ganger i løpet av tirsdag
326815	N2605	pluss	nyheter	Misliker plassering av bydelsbasseng
327439	N2607	pluss	kultur	Her skal Top Chef-vinner Reneé åpne restauranten «Bula»
330179	N2612	No category	No subcategory	Dobler antall avganger på etterlengtet rute fra Værnes
331693	N2614	pluss	nyheter	Slik takler folk i Trondheim det store snøfallet
339105	N2621	trondheim_nyheter	No subcategory	Tran dømt til fengsel
339181	N2622	trondheim_nyheter	No subcategory	Trikk mot bil i Ila
340114	N2626	forbruker	hjem	Moderne sveis på gammelhuset
341304	N2631	trondheim_nyheter	No subcategory	Flere stryker når de kjører opp til lappen
341330	N2632	sortrondelag_nyheter	No subcategory	Lastebil i utforkjøring i Rissa
343732	N2636	okonomi_nyheter	No subcategory	Reitan etablerer ny bensinstasjonkjede
344050	N2638	No category	No subcategory	Dette er verdens verste flyplasser
347031	N2645	pluss	magasin	Kjenner du igjen denne strekningen i Trondheim?
347505	N2646	pluss	magasin	Før og nå: Den gang det var stor trafikk i Vollabakken
350773	N2656	100sport	vintersport	Hegle Svendsens bryllup må vente til etter OL i 2018
352265	N2664	No category	No subcategory	Minneord: Johan Stølan
353986	N2668	pluss	okonomi	Vil svare politiet om tette bånd til Nummeropplysninga
354330	N2671	sortrondelag_nyheter	No subcategory	Må punge ut etter å ha vært overlastet med søppel
354356	N2672	pluss	meninger	Ulven er dessverre det rene villdyret
354645	N2674	pluss	magasin	I 1972 ble Jernbanebrua til en lokal «sukkenes bro»
354708	N2675	pluss	kultur	Dataspill er verst på kino
354931	N2677	No category	No subcategory	Mobbegeneral, Nav-sjef og dekan vil bli kommunalsjefer
355341	N2680	trondheim_nyheter	No subcategory	Innfører parkeringsregler ved City Syd
357412	N2686	trondheim_nyheter	No subcategory	Nå kan ikke politiet lenger garantere deg hjelp på flyplassen
357476	N2687	trondheim_nyheter	No subcategory	800 bøtelagt for piggdekkbruk
358234	N2689	pluss	okonomi	Tøft Rema-år er bakteppe for «Æ»
359033	N2692	trondheim_nyheter	No subcategory	Økonomene vant i NTNU-styret
361598	N2699	nordtrondelag_nyheter	No subcategory	Vogntog av veien på E6
361655	N2700	trondheim_nyheter	No subcategory	FBI-tips førte til dom mot trondheimslærer
361874	N2702	pluss	magasin	Se hvordan det så ut i 1984
362085	N2703	sortrondelag_nyheter	No subcategory	Sprengstoffsiktet løslatt av retten - politiet anket
362813	N2707	No category	No subcategory	Her er Kakekrigen-Tronds beste baketips
363233	N2710	100sport	vintersport	Suksesstreneren ble lei seg da Kalla brøt ut
364231	N2716	nordtrondelag_nyheter	No subcategory	Nå er Haga utnevnt til Ridder av 1.klasse
364346	N2717	No category	No subcategory	- Skummelt med så mye lån
365182	N2719	meninger	ordetfritt	Nå er smertegrensa nådd for hva vi klarer å betale. Da blir vår sønn enda en som blir utestengt fra idretten
365745	N2723	meninger	ordetfritt	Fotballen oppleves til tider som et stort pyramidespill, der barneidretten er et endeløst mas etter mer dugnad
365788	N2724	forbruker	hjem	Dette bygget viser hensyn
366349	N2727	No category	No subcategory	Ja, du kan gjøre gode kjøp i romjulen
366668	N2729	trondheim_nyheter	No subcategory	- Transporten var ikke vårt ansvar
367404	N2734	meninger	ordetfritt	Hva mener de med å selge denne tynne suppen som yoghurt?
367562	N2735	sortrondelag_nyheter	No subcategory	- Vi ble skjelvne, begge to
368021	N2737	pluss	meninger	Tiden varer lenger uten digital stimuli
368455	N2738	okonomi_nyheter	No subcategory	- Jeg tror ikke vi kan ligge så lavt så lenge
368464	N2739	No category	No subcategory	Mener Ola Borten Moe går imot eget parti i oljesaken
368629	N2740	pluss	magasin	Kjære, jeg forgiftet katta
369507	N2741	sortrondelag_nyheter	No subcategory	Nytt liv for Budalsmøbler
369681	N2742	100sport	fotball	- Jeg så alltid for meg at jeg skulle bli en fotballmamma. En ordentlig heie-mamma. Jeg er blitt en heie-mamma, men innen noe annet i stedet.
371585	N2745	sortrondelag_nyheter	No subcategory	- Influensa-toppen kan komme til jul
372383	N2746	sortrondelag_nyheter	No subcategory	Spilte inn porno i Bymarka
372540	N2749	meninger	ordetfritt	Folk svever fremdeles i den villfarelsen at de eier sine barn
372695	N2750	No category	No subcategory	Hele interiøret er gjenbruk: - Jeg får vondt i hjertet når gamle ting kastes
373493	N2752	trondheim_nyheter	No subcategory	Disse cruiseskipene kommer til Trondheim i 2017
373691	N2753	trondheim_nyheter	No subcategory	- Du skal måke fortauet utenfor huset ditt
374189	N2754	No category	No subcategory	Nå blir det flere «klineseter» i kinosalen
374217	N2755	No category	No subcategory	Trønderske proffboksere på TV2
374227	N2756	trondheim_nyheter	No subcategory	- Det holder ikke å sperre fortauet og vente på våren
375246	N2757	trondheim_nyheter	No subcategory	Nedsnødde Trondheim
377770	N2763	No category	No subcategory	Dette kan du binge i jula
379953	N2767	No category	No subcategory	Kvinner reiser utenlands for å oppfylle babydrømmen med andres egg
380152	N2768	No category	No subcategory	Ingen har løst gåten Arnfinn Nesset
381015	N2775	sortrondelag_nyheter	No subcategory	Ladbare hybrider på sterk fremmarsj
381439	N2776	trondheim_nyheter	No subcategory	Endret superbusskrav slik at bare én leverandør innfrir kravet
382614	N2779	No category	No subcategory	«Alle» nordmenn kjenner en jente som heter dette
383530	N2784	No category	No subcategory	Pusset opp 60-tallshus: Totalrenoverte og fikk mer lys, lavere strømregning og fasjonabel utsikt
384270	N2786	100sport	fotball	Henriksen og Diomandes manager sparket
384975	N2789	pluss	nyheter	Dette klarte ikke tobarnsmoren fra Trondheim for halvannet år siden
385206	N2792	forbruker	hjem	Unngå fukt i kjelleren
385528	N2793	trafikkdoden_nyheter	No subcategory	- Jentene gråt, gutta besvimte
387903	N2802	pluss	okonomi	Designer luksus-skjerf med motiver fra Fosen
388080	N2804	No category	No subcategory	Nå sliter ikke Pia Merethe ut tre juletrær før jul
388104	N2805	No category	No subcategory	Renaults hyllest: Resten av verden bør lære av Norge
390381	N2811	trondheim_nyheter	No subcategory	Mye snø på E6 og treg trafikk
390384	N2812	nordtrondelag_nyheter	No subcategory	Politibil kjørte av veien og inn i et tre
390417	N2813	No category	No subcategory	Kaldluftsutbrudd fra Arktis gir sprengkulde fra natt til torsdag
390480	N2814	No category	No subcategory	63 drept av bjørn og ulv
390529	N2815	pluss	nyheter	Flytter tilbake til skolen etter et halvt år i brakker på Brøset
390533	N2816	trondheim_nyheter	No subcategory	- Her er det eksklusivt med snø
390555	N2817	nordtrondelag_nyheter	No subcategory	Mange trafikkuhell over hele Trøndelag
390562	N2818	sortrondelag_nyheter	No subcategory	- Ikke gode nok bevis
390708	N2819	trondheim_nyheter	No subcategory	Fikk forelegg på 12 000 kroner etter voldsvideo – nå er saken henlagt
390789	N2820	sortrondelag_nyheter	No subcategory	Kjørte videre etter kollisjon
390863	N2821	sortrondelag_nyheter	No subcategory	Sju biler i trafikkulykke
390904	N2823	100sport	vintersport	Finnene om Tour de Ski-løypa: - Dette er idiotisk og uverdig
391564	N2827	No category	No subcategory	Reiseekspertenes tips til hvor du bør reise i 2017
391612	N2828	pluss	kultur	Den viktigste stillheten er den inne i deg selv
392072	N2830	No category	No subcategory	- Aldri, aldri, aldri ta med rumpetaske
392120	N2831	No category	No subcategory	Slik pakker du kofferten effektivt
392979	N2840	100sport	sjakk	Ekspert om Carlsen og Karjakin: - Sjokkerende
392993	N2841	pluss	magasin	Kan Lademoen bli det nye Grünerløkka?
393098	N2843	pluss	nyheter	Hjerneforsker advarer mot skrikekur
393325	N2844	pluss	okonomi	Ber foreldre passe seg for hjelpsomhetsfella
396349	N2852	No category	No subcategory	Slik bør du øvelseskjøre med ungdommene
396856	N2859	pluss	meninger	Oppdretterne kan ikke alltid få det som de vil
399803	N2864	innenriks_nyheter	No subcategory	Jubel og raseri etter regjeringens ulvemelding
400292	N2866	100sport	vintersport	Tandes mamma fikk sponsorhjelp for å kunne følge sønnen lenger i hoppuka
400852	N2868	100sport	andreidretter	Trøndersk e-sportstjerne blir med i unikt samarbeid: – Som om Rosenborg skulle sponset oss
401609	N2869	pluss	nyheter	Superbuss: «På langt nær alt vil stå ferdig i 2019»
401732	N2871	100sport	idrettspolitikk	1000 russiske utøvere i dopingskandale: Brukte salt og kaffe i urinprøvene
402056	N2873	pluss	meninger	Kronikk: Trondheim skal være best på buss
402427	N2874	okonomi_nyheter	No subcategory	Gründermilliardær kjøpte toppleilighet på Ranheim
402605	N2875	No category	No subcategory	Hvor ofte må du bytte tak, kledning og drenere?
403119	N2877	No category	No subcategory	Orkdalingen ble teknologimilliardær i New York
403157	N2878	No category	No subcategory	Pirterminalen - hurtigbåtene, Trondheim
404075	N2881	nordtrondelag_nyheter	No subcategory	Disse vil bli lensmann i Meråker og Frosta
404140	N2883	nordtrondelag_nyheter	No subcategory	Ungdom får tilbake førerkort for å bli yrkessjåfør
404504	N2885	sortrondelag_nyheter	No subcategory	Får bygge på hytte nær vernet vassdrag
404974	N2886	trondheim_nyheter	No subcategory	Saktegående trafikk i Moholtlia
405174	N2887	100sport	sprek	Ekspert: – Om du vil ned i vekt, er dette det første jeg anbefaler å kutte ut
407195	N2891	sortrondelag_nyheter	No subcategory	Bygger E6 fra Ranheim til Åsen først
407333	N2892	pluss	nyheter	- Superbusspassasjerene skal ikke stå som sild i tønne
408195	N2896	No category	No subcategory	Slik gjør du unna vindusvaskingen så effektivt som mulig
408586	N2897	pluss	meninger	Sju saker og tre personer som preget politikken i Trondheim i 2016
410635	N2900	trondheim_nyheter	No subcategory	Vurderer å flytte fra Midtbyen
410688	N2901	okonomi_nyheter	No subcategory	Teknologi-milliardær fra Orkdal vant internasjonal gründerpris
410786	N2902	100sport	fotball	Slik brukte RBK-erne pengene fra botkassa
410891	N2903	100sport	vintersport	«Skisportens drøm er andres skrekk»
411191	N2906	sortrondelag_nyheter	No subcategory	Gratis å kjøre mellom Øysand og Thamshamn
411419	N2908	trondheim_nyheter	No subcategory	Forlater brannstedet
412235	N2909	sortrondelag_nyheter	No subcategory	- Gjevilvassdalen er så godt som død
412346	N2911	innenriks_nyheter	No subcategory	Mann kritisk skadd i MC-ulykke i Akershus
413571	N2913	100sport	sprek	Forskning: Denne styrketreningen gir dobbel effekt
420255	N2921	migration catalog	kultur	Høyre vil etablere norsk «kulturkanon»
421964	N2928	100sport	fotball	Fotballsupporternes opptrinn i Paris ble fordømt av statsministeren. Nå har de fått straffen sin.
422072	N2929	pluss	nyheter	Sier nei til NTNU-utbygging i parken
422283	N2930	pluss	nyheter	60 eiendommer kan bli tvangsdelt av ny superbusstrasé
422559	N2931	innenriks_nyheter	No subcategory	Samtlige F-16 kan havne i Bodø
422883	N2934	trondheim_nyheter	No subcategory	Trondheimslærer får pris for gjøre matte spennende
423202	N2937	innenriks_nyheter	No subcategory	Statsrådskifte også i Høyre
423543	N2938	pluss	meninger	«Det produseres mengder av svada om at campus skal være et godt sted å være for alle»
423580	N2939	pluss	nyheter	De nye superbussene like trange som dagens leddbusser
424966	N2942	pluss	magasin	Historisk bildeserie: Hva gjorde en kinesisk båt i Nidelva?
425315	N2943	pluss	magasin	Historisk bildeserie: Trikk og tog i Trondheim
425534	N2944	100sport	fotball	Rasmus&amp;Saga Julespesial: Det beste fra året som har gått
425762	N2945	sortrondelag_nyheter	No subcategory	Her kommer Klett-tunnelen
426904	N2950	100sport	ballsport	Sjekk det hardkjøret: Byåsen skal spille elleve kamper i løpet av fem uker
427412	N2952	pluss	kultur	Makeløs hevn
428283	N2955	100sport	vintersport	Fersk hoppdress gir 5-10 meter lengre hopp: - Det er helt sjukt
429553	N2961	100sport	fotball	Denne bergenseren skal vise seg for eliteserieklubb
430450	N2966	No category	No subcategory	Minneord: Jonas Skarsvåg Fossheim
430578	N2968	okonomi_nyheter	No subcategory	Autronica flytter fra Lade
430793	N2971	sortrondelag_nyheter	No subcategory	Lastebil mistet last med metallrør i veien
431363	N2973	okonomi_nyheter	No subcategory	Nå har Rema avslørt hva Æ er
431701	N2974	pluss	nyheter	Reagerer sterkt på usikkerhet om campus
431858	N2975	trondheim_nyheter	No subcategory	Naboer har fryktet dårlig sikring
432131	N2977	pluss	meninger	Vill vekst i boligpriser, men nesten ingen tør si de tre skumle ordene
434006	N2981	utenriks_nyheter	No subcategory	Nå blir du bedt om å oppgi Facebook-kontoen din før innreise til USA
435485	N2983	No category	No subcategory	Her er Samsungs nye super-TV-er
435620	N2984	100sport	vintersport	For første gang i Touren mener ekspert at Sundby ikke er sammenlagtsfavoritt
435964	N2985	No category	No subcategory	Forventer 20.000 nye produkter på verdens største elektronikkmesse
436021	N2986	nordtrondelag_nyheter	No subcategory	Utforkjøring i Levanger
436065	N2987	pluss	kultur	Sara Sølberg var fem dager isolert i Quislings bomberom
437292	N2991	pluss	magasin	Rå pitbull, myk farmor
439876	N2994	No category	No subcategory	Minneord: Tore Leistad
470156	N2996	No category	No subcategory	Ny Xbox til Norge i august
441380	N3000	trondheim_nyheter	No subcategory	- Alle fire er døråpnere for Trondheim
442484	N3005	pluss	nyheter	Her kommer de første superbussholdeplassene
442544	N3006	sortrondelag_nyheter	No subcategory	To vogntog har kollidert
443871	N3009	100sport	sprek	Andreas (38) var deprimert og sov dårlig. En app endret alt.
444101	N3010	pluss	magasin	Før og nå: Se Kjøpmannsgata i 1983 og 2016
444333	N3012	No category	No subcategory	Har holdt seg unna både alkohol og tobakk
446287	N3017	No category	No subcategory	Sjekk hvordan Tillerbyen så ut før kjøpesentrene kom
447803	N3018	No category	No subcategory	Spiller inn ungdomsfilm på Bybrua og i Nidarosdomen
447890	N3019	trondheim_nyheter	No subcategory	Fem pågrepet og tyvegods funnet etter bodinnbruddene på Byåsen
448042	N3020	innenriks_nyheter	No subcategory	Her demonstrerer Høyre-profilene mot egen regjering
448489	N3021	No category	No subcategory	Vassfjellet Skisenter
448932	N3023	100sport	vintersport	Tande leder hoppuka etter dobbelt norsk: - Helt rått!
449518	N3024	pluss	kultur	Utrolig, sann historie om bortkommen 5-åring i India
450568	N3026	kultur	film	Eventyr fra slummen
451942	N3029	100sport	vintersport	Norsk sjef tror Ustjugov kan dominere i 10 år
452067	N3031	100sport	vintersport	Iversen varslet legen tre dager før kollapsen
452279	N3032	utenriks_nyheter	No subcategory	Brende besøker Saudi-Arabia
452955	N3034	pluss	meninger	Skolen har nok aldri vært så god som nå
453293	N3036	No category	No subcategory	Minneord: Åse Børstad
453299	N3037	100sport	fotball	RBK-unggutter på vei bort fra Lerkendal
453579	N3038	pluss	meninger	Æ-en ble en nedtur
453969	N3039	okonomi_nyheter	No subcategory	Rema vil gi deg færre merker å velge mellom
454827	N3041	innenriks_nyheter	No subcategory	Politiet advarer mot dopapirsvindel flere steder
455418	N3042	sortrondelag_nyheter	No subcategory	Buss kjørte av veien i Trondheim
455541	N3043	No category	No subcategory	Ria Formosa - Europas svar på Karibia
455747	N3044	helse_nyheter	No subcategory	Ti turforslag i Trondheim
457274	N3046	No category	No subcategory	Denne boligen satte prisrekord i Melhus
457859	N3047	100sport	vintersport	Gråtende Weng ba om unnskyldning til lagvenninnen
458444	N3049	No category	No subcategory	All ære til Honor
459179	N3053	100sport	fotball	Svensson kan ha spilt sin siste RBK-kamp, men en annen stjerne lover å bli
459562	N3054	No category	No subcategory	- Ante at noe var galt
459650	N3055	sortrondelag_nyheter	No subcategory	Klarer ikke avdekke falske kort
461081	N3057	innenriks_nyheter	No subcategory	Advokat klager på henleggelsen av Drevland-saken
461441	N3058	100sport	vintersport	Northug vil slå Bjørn Dæhlies ekstremrekord
462133	N3060	kultur	tv	Vil heller være bølle enn bimbo
462203	N3061	sortrondelag_nyheter	No subcategory	Er dette Trøndelags vakreste juletradisjon?
462235	N3062	trondheim_nyheter	No subcategory	- De har forsynt seg med bager og fylt dem med merkevarer
462363	N3064	100sport	vintersport	Svendsen om Fourcades Norge-stikk: – Det er ganske utrolig. Jeg forstår det ikke.
462373	N3065	100sport	vintersport	Her er trenerens dom over Northug
462398	N3066	trondheim_nyheter	No subcategory	Her har det åpnet ny snarvei
462406	N3067	meninger	ordetfritt	Ja, jeg er sinna. Hvordan behandler Trondheim kommune sine eldre?
462567	N3068	trondheim_nyheter	No subcategory	Brukte to timer på å rydde vei i Ila
463284	N3070	No category	No subcategory	Visste de som vedtok 25 meter lange busser følgene av sitt eget vedtak?
463576	N3071	100sport	fotball	Bob Bradley i Oslo. Bekrefter møte med NFF
463685	N3072	innenriks_nyheter	No subcategory	Matkjedene overbyr hverandre i knallhard priskrig
463798	N3073	nordtrondelag_nyheter	No subcategory	Meråkerbonde: - Respektløst. Et direkte overgrep.
464197	N3076	nordtrondelag_nyheter	No subcategory	Oppretter ikke straffesak etter denne utforkjøringen
464232	N3077	No category	No subcategory	Selbuskogen, Selbu
464279	N3078	pluss	okonomi	Nav med eget forum for arbeidsløse oljeingeniører
464339	N3079	No category	No subcategory	Hvilke biler er miljøvinnere i det lange løp?
465389	N3086	100sport	idrettspolitikk	John Carew fronter e-post som truer kundene med gebyr: - Dette er ulovlig
467107	N3090	No category	No subcategory	Rælingen - Byåsen
467564	N3091	sortrondelag_nyheter	No subcategory	- Senk farten, det er glatt overalt
467857	N3092	trondheim_nyheter	No subcategory	Trafikkuhell i Elgesetergate
468643	N3094	sortrondelag_nyheter	No subcategory	Rørlegger Mari (29) deltar i ny ekstrem-reality
468759	N3095	No category	No subcategory	Slik får du rustfritt stål til å skinne
472253	N3102	forbruker	sexogsamliv	- Vent med sex, dropp leppestiften og senk kravene
473678	N3105	100sport	meninger	Nyttårsønske for 2017: Kan vi få se flere kvinner som forstyrrer idyllen i Gutteklubben Grei?
474467	N3109	trondheim_nyheter	No subcategory	Uskadd fra bilbrann
474862	N3110	100sport	vintersport	Selvsikker Tande før avgjørelsen: - Jeg føler jeg hopper best av alle
475061	N3111	utenriks_nyheter	No subcategory	Seks ulver skutt i Sverige
475437	N3112	innenriks_nyheter	No subcategory	Strømrekord i 2016
476212	N3113	No category	No subcategory	Eksklusivt hjemmehotell: Solgte alle møblene for å få hotellfølelsen hjemme
476532	N3115	pluss	okonomi	Laksemilliardær Gustav Witzøe bygger stor villa for familien og representasjon
477776	N3117	trondheim_nyheter	No subcategory	- Jeg hadde null kontroll
479052	N3119	innenriks_nyheter	No subcategory	Bygninger ved Rondablikk Høyfjellshotell brant ned
480455	N3120	No category	No subcategory	En usedvanlig imponerende smartmobil
480880	N3121	100sport	sprek	Sliter du med sukkersuget? Slik blir du kvitt det
481227	N3122	No category	No subcategory	Kaldeste natt på 52 år
481249	N3123	forbruker	digital	De beste og dårligste bredbåndsleverandørene
481472	N3124	No category	No subcategory	Nå er det igjen mulig å kjøpe billetter til Åge i Royal Albert Hall
481503	N3125	pluss	meninger	Acem om økonomi og organisasjon
483037	N3127	trondheim_nyheter	No subcategory	Fikk døråpner-pris
483170	N3128	100sport	vintersport	Nå planlegger Norge VM-stafett uten Northug
484412	N3132	sortrondelag_nyheter	No subcategory	180 asylsøkere til Malvik
485517	N3134	meninger	ordetfritt	Det får da være grenser for dårlig planlegging ved kjøp av nye togvogner
486224	N3137	pluss	kultur	Åge ble nervøs da Arve Tellefsen kom på scenen
486444	N3138	trondheim_nyheter	No subcategory	- Personlig trener på Hit the gym ville at jeg skulle selge Herbalife-produkter
486686	N3139	okonomi_nyheter	No subcategory	Slutt for Sportykids
486968	N3140	trondheim_nyheter	No subcategory	Fikk kjempefisk i Trondheimsfjorden
490891	N3141	nordtrondelag_nyheter	No subcategory	Kjørte ned jernbanebommer
487088	N3142	innenriks_nyheter	No subcategory	Barnevernet i Trondheim får kritikk av Fylkesmannen
488701	N3144	pluss	nyheter	- Overvik tilbød gratis skoletomt
488808	N3146	pluss	nyheter	Da han kom tilbake fra alpinbakken så bilen slik ut
488904	N3148	trondheim_nyheter	No subcategory	Tropenatt under åpen himmel
489053	N3149	No category	No subcategory	Jackson Browne er trønder
489295	N3152	okonomi_nyheter	No subcategory	Hun blir ny direktør ved Scandic Lerkendal
489502	N3153	trondheim_nyheter	No subcategory	Skrinlegger p-hus under Torget
490032	N3155	pluss	okonomi	Trondheimsbedrift i kraftig vekst: Nå omsetter de for over ti millioner og har 20 ansatte
490313	N3157	No category	No subcategory	Bentley gjør bensinstasjoner overflødig
491128	N3159	100sport	fotball	Fotballforbundet lyttet til Rosenborg: Utsetter kampen mot Viking
491141	N3160	pluss	meninger	Ingen har rett til å lage sine egne klimafakta
491240	N3161	No category	No subcategory	Nå kan du snart få lage personlige bilskilt
491282	N3162	No category	No subcategory	Mini med ledning
491424	N3164	omadresseavisen	arrangementer	Ut-Awards
492451	N3168	pluss	nyheter	Acem-ledere brøt NTNU-regler
492485	N3169	pluss	nyheter	Acems ledere forsker på Acem-meditasjon
493018	N3170	forbruker	hjem	Ferdighus, men ikke helt ferdig
493530	N3171	trondheim_nyheter	No subcategory	Tatt i 120 km/t i Strindheimtunnelen
494361	N3172	No category	No subcategory	Avslutter skisesongen i Åre med musikkfestival
495202	N3174	trondheim_nyheter	No subcategory	I dag får Tyholt ti nye enveiskjørte gater
495868	N3175	pluss	nyheter	Her er Trondheims billigste treningssenter
497971	N3181	trondheim_nyheter	No subcategory	«Vi ringes ned om glatte veia»
497981	N3182	trondheim_nyheter	No subcategory	- Det føles umulig
500060	N3183	No category	No subcategory	Nå siktes flere etter det dramatiske dødsfallet til Kris (56)
500492	N3185	100sport	sprek	Slik unngår du å gå i smørefellen
501423	N3186	pluss	meninger	Storhall på Nidarø er og blir en tabbe
502197	N3187	okonomi_nyheter	No subcategory	Reinertsen selger seg ut av rådgivningsselskap
503183	N3188	No category	No subcategory	Her spiser matministeren (Frp) kamskjell som er plukket ulovlig
503706	N3189	100sport	ballsport	Vipers tapte toppkampen mot rivalene
503938	N3190	pluss	nyheter	- Jobbet 16–18 timer om dagen
504077	N3191	No category	No subcategory	Ordfører går i rette med kommunaldirektør om NTNU-campus
505984	N3196	pluss	magasin	De døde mens de plukket kamskjell til verdens luksusrestauranter
506509	N3198	trondheim_nyheter	No subcategory	Emilie (20) har Trøndelags råeste tatovering
507313	N3199	meninger	kommentarer	Det motsatte problem
507708	N3200	No category	No subcategory	85.000 følger hjemmet hennes på Instagram: - Jeg har virkelig fått drømmehjemmet
507878	N3201	No category	No subcategory	Hjemme hos interiørkonsulenten: - Jeg må ha et hjem som kan brukes
508073	N3202	No category	No subcategory	Mette Johnsen har med forundring fulgt med på at hjemmet hennes er blitt mer og mer trendy
508879	N3208	No category	No subcategory	Fire veldig vanlige rengjøringstabber
509960	N3211	nordtrondelag_nyheter	No subcategory	-Jeg er 90 prosent sikker på at valpen min er tatt av ulv
510725	N3214	trondheim_nyheter	No subcategory	Vækteren Bistro ødelagt av brann
510728	N3215	pluss	meninger	Å si at kristne julesanger fjernes, er tøv
510804	N3216	innenriks_nyheter	No subcategory	Snusfornuftige råd mot huggorm
511034	N3219	No category	No subcategory	Da setter vi over til Oslo
511116	N3220	nordtrondelag_nyheter	No subcategory	Slåssing på fly på Værnes
511657	N3222	sortrondelag_nyheter	No subcategory	Trodde stormen hadde ødelagt trær - viste seg å være kommunen
511767	N3223	No category	No subcategory	Slik fikk de ny hytte med gammel sjel
512150	N3224	pluss	meninger	Svarte penger, ikke svarte hetter
512264	N3225	trondheim_nyheter	No subcategory	Her vil NTNU-styret bygge ut campus
513309	N3230	nordtrondelag_nyheter	No subcategory	Nå vil den amerikanske hæren øve i Norge
513984	N3233	trondheim_nyheter	No subcategory	- Leteaksjoner kan forvirre hunden
515943	N3238	trondheim_nyheter	No subcategory	Gikk fra Instagram til ekte fotoutstilling
516046	N3239	innenriks_nyheter	No subcategory	Fløy fast med ulykkesflyet
516217	N3241	dokument_nyheter	No subcategory	Slaget på Kuhaugen og andre bydelskriger
516843	N3242	No category	No subcategory	- Dette har vi ventet på i 20 år
517991	N3245	sortrondelag_nyheter	No subcategory	Send inn dine stjerneskudd!
518861	N3246	okonomi_nyheter	No subcategory	Her råder Harmonien
518983	N3247	forbruker	hjem	En kran som lekker, fikser du på få minutter
519488	N3251	nordtrondelag_nyheter	No subcategory	Hund vekket par da huset i Meråker begynte å brenne
519813	N3254	No category	No subcategory	Syv billige ting du kan gjøre for å få en mer attraktiv bolig
520082	N3258	trondheim_nyheter	No subcategory	Fant amfetamin på hotellrom i Trondheim
520114	N3259	nordtrondelag_nyheter	No subcategory	Mann i tyveårene nektet å forlate legevakt og hotell
520178	N3261	okonomi_nyheter	No subcategory	Boligprisene steg i desember
520257	N3262	100sport	fotball	Norsk Tipping innrømmer: Noen stortapere spiller bort hundrevis av millioner
520270	N3263	innenriks_nyheter	No subcategory	Lærerstudentene gjør det bedre på matteeksamen
